cluster_id,size,cluster_template,example_raw,label
T00015745,2,test-gpu-1g-l4-4c-g6-dy-g62xlarge-1.g62xlarge-1-g62xlarge-1-g62xlarge-1..05---g62xlarge-1,[2025-09-02T07:46:30.412] POWER: power_save: waking nodes test-cpu-8c-c7iflex-dy-c7iflex4xlarge-1,
T00016160,2,5-09-01T15:41:22.431] [2025-09-01T15:41:22.431] [POWER: no more nodes to resume for job::5-09-01T15:41:22.431] POWER: no more nodes to resume,[2025-09-01T16:11:20.649] POWER: no more nodes to resume for job JobId=868,
T00016052,2,[2025-09-01T03:41:08.304] POWER: Power save mode: 208 nodes [2025-09-01T03:41:08.304] POWER: 208 nodes [2025-09-01T03:41:08.304] POWER: 208 nodes,[2025-09-02T14:01:06.000] job_time_limit: Configuration for JobId=926 complete,
T00015848,2,[2025-08-29T11:37:40.289] _slurm_rpc_complete_job_allocation: [2025-08-29T11:37:40.289] _slurm_rpc_complete_job_al,[2025-09-02T08:47:30.856] _job_complete: JobId=891 WTERMSIG 2,
T00017090,2,[2025-09-02T14:29:18.783] Gres Count=10783] [2025-09-02T14:29:18.783] Gres=783]gpugpu Type=l,"[2025-09-02T14:29:18.812] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",
T00017258,2,: node cpu-16c-std-dy-c7i8xlarge-8._node: node cpu-16c-std-dy-c7i8xlarge-8_node. [2025-09,[2025-09-03T07:52:07.299] power down request repeating for node gpu-8g-l4-96c-dy-g648xlarge-2,
T00017257,2,power down request repeating for node for node power down request repeating for node power down request repeating for node <*>,[2025-09-03T07:52:06.252] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-20,
T00017192,2,-r7i24xlarge-1 to node cpu-48c-mem-dy-r7i24xlarge-1. [2025-09-02T15:18:38.146]-r7i24xlarge-1 now responding to node,[2025-09-03T07:52:07.137] power down request repeating for node gpu-1g-l4-16c-dy-g68xlarge-2,
T00015774,2,[2025-08-28T16:52:54.949] _slurm_rpc_submit_batch_job: JobId=826 InitPrio=42105 usec=1362 usec=1362 usec=1362 usec,[2025-09-01T16:39:38.000] Resetting JobId=863 start time for node power up,
T00016093,2,waking nodes cpu-48c-std-dy-c7i24xlarge-2_save: waking nodes-cpu-48c-std-dy-c7i24xlarge-2- [202,[2025-09-01T16:06:41.618] POWER: no more nodes to resume for job JobId=871,
T00015781,2,[2025-08-28T17:10:23.219] _slurm_rpc_submit_batch_job: JobId=829 InitPrio=36842 usec=602 usec=602 [2025-08-28,[2025-09-02T14:01:06.002] Resetting JobId=927 start time for node power up,
T00015784,2,[2025-08-28T18:13:26.151] [2025-08-28T18:13:26.151] [2025-08-28T18:13:26.151] [2025-08-28T18:13:26.151] [2025-0,[2025-09-01T22:32:07.418] POWER: power_save: suspending nodes cpu-16c-std-dy-c7i8xlarge-1,
T00016121,2,node cpu-48c-std-dy-c7i24xlarge-13 reason set to: Enabling node since insufficient capacity timeout expired. - [2025-09-01T15:34:06.176] update_node,[2025-09-01T16:08:06.184] update_node: node cpu-48c-std-dy-c7i24xlarge-11 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00015404,2,<*> <*> select/cons_tres: <*> select/cons_tres: reconfigure: select/cons_tres: reconfigure: <*>,[2025-08-27T11:05:14.487] update_part: setting state_up to 3 for partition test-cpu-4c-c7iflex,
T00015830,2,[2025-08-29T10:26:22.000] [2025-08-29T10:26:22.000] [2025-08-29T10:26:22.000] Resetting JobId=836 [2025-08:29:22.000] Re,[2025-08-29T10:44:24.000] job_time_limit: Configuration for JobId=839 complete,
T00017249,2,power down request repeating for node for node power down request repeating for node power down request repeating for node <*> power down request,[2025-09-03T07:52:06.172] update_node: node cpu-8c-std-dy-c7i4xlarge-17 reason set to: updating node state during cluster update,
T00015845,2,cpu_save: suspending nodes cpu-16c-std-dy-c7i8xlarge-2 cpu_save: suspending nodes-cpu-std-dy-c7i8x,[2025-09-01T16:39:38.007] job_time_limit: Configuration for JobId=866 complete,
T00016094,2,[2025-09-01T15:31:37.693] _slurm_rpc_submit_batch_job: JobId=857 InitPrio=50000 usec=676 [2025-09-01T15:31:37.,[2025-09-02T13:56:56.661] POWER: power_save: waking nodes cpu-48c-std-dy-c7i24xlarge-3,
T00015700,2,"-g6-dy-g62xlarge-1-1, instance_type=g6.2xlarge-1, instance_id=i-0da83416a4f1b178a.-g62xlarge-1:36.096] [2025-08",[2025-08-28T14:51:35.533] Node test-gpu-1g-l4-4c-g6-dy-g62xlarge-1 now responding,
T00015385,2,power down request repeating for node <*> power down <*> <*> <*> <*>,[2025-09-02T08:20:56.730] power down request repeating for node test-gpu-1g-l4-4c-g6-dy-g62xlarge-1,
T00016203,2,[2025-09-01T15:53:06.191]. power down request repeating for node [2025-09-01T15:53:06.191] power down request repeating for node: power down request for noded:53,[2025-09-01T15:53:06.191] power down request repeating for node cpu-48c-std-dy-c7i24xlarge-13,
T00015678,2,<*> _job_complete: <*> <*> 0 <*> _job_complete: <*> WEX,"[2025-08-29T08:02:40.574] POWER: Node test-cpu-8c-c7iflex-dy-c7iflex4xlarge-1/test-cpu-8c-c7iflex-dy-c7iflex4xlarge-1/192.168.6.21 powered up with instance_id=i-052945497c51652cc, instance_type=c7i-flex.4xlarge",
T00016294,2,to resume for job POWER: no more nodes to resume for job JobId=872 [2025-09-01T16:16:30.686] POWER: no more nodes to resume for job5-09-01T16:16:30.686] POWER,[2025-09-01T16:49:34.930] POWER: no more nodes to resume for job JobId=868,
T00016284,2,[2025-09-01T16:13:06.211]. [2025-09-01T16:13:06.211]:::00:00:2025-09-01T16:13:06.211] [2025-09-01T16:13:06.,[2025-09-01T16:22:06.184] update_node: node cpu-48c-std-dy-c7i24xlarge-16 reason set to: (Code:InsufficientInstanceCapacity)Temporarily disabling node due to insufficient capacity,
T00015625,2,[2025-08-28T07:32:43.737] [2025-08-28T07:32:43.737] [2025-08-28T07:32:43.737] [2025-08-28T07:32:43.737] [2025-0,[2025-09-02T14:29:23.624] Attempting to reconfigure,
T00015630,2,"1 specified more than once, latest value used. SchedulerParameters 1 specified more than once, latest value used.::: [2025-08-28T07:32:45.448] [2025-08-28T07:32:45.448] error",[2025-09-02T08:20:58.112] accounting_storage/slurmdbd: _load_dbd_state: recovered 59 pending RPCs,node_recovered
T00015446,2,<*> error: chdir(/var/log): Permission denied,"[2025-09-02T08:20:58.108] pidfile not locked, assuming no running daemon",
T00015942,2,nodes cpu-8c-std-dy-c7i4xlarge-1 waking nodes-c7i4xlarge-1 cpu-8c-std-dy-c7i4xlarge-1---,[2025-09-01T16:59:23.003] POWER: no more nodes to resume for job JobId=870,
T00016271,2,[2025-09-01T16:11:18.000] sched: [2025-09-01T16:11:18.000] [2025-09-01T16:11:18.000] sched: [2025-09-01T16:11:18.000,[2025-09-01T16:18:06.189] update_node: node cpu-48c-std-dy-c7i24xlarge-19 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00015329,2,gpu-1g-l4-2c-dy-g6xlarge-15 node [2025-08-27T09:41:14.182]-g6xlarge-15gpu-1g-l4-2c-dy-g6xlarge,[2025-08-27T09:41:14.406] power down request repeating for node test-gpu-1g-l4-4c-g6-dy-g62xlarge-3,
T00015390,2,[2025-08-27T09:41:14.437] select/cons_tres: select_p_reconfigure: select/cons_tres: reconfigure: [2025-08-27T09:41:14.437] select/cons_tres: recon,[2025-08-27T09:41:14.565] update_part: setting state_up to 0 for partition gpu-1g-l4-2c,
T00016241,2,node <*> <*> <*> [2025-09-01T16:,[2025-09-01T17:18:06.250] update_node: node cpu-48c-std-dy-c7i24xlarge-16 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00015392,2,[2025-08-27T09:41:14.469] update_part: setting state_up to 0 for partition cpu-16c-std. [2025-08-27T09:41:14.469] update_part: setting state_up to 0,[2025-08-28T07:32:45.516] select/cons_tres: part_data_create_array: select/cons_tres: preparing for 12 partitions,
T00016029,2,to resume for job POWER: no more nodes to resume for job:-0:849 [2025-09-01T02:05:32.627] POWER: no more nodes to resume for job JobId=849: no more nodes to resume,[2025-09-01T05:09:40.818] sched/backfill: _start_job: Started JobId=852 in cpu-8c-std on cpu-8c-std-dy-c7i4xlarge-1,
T00016209,2,<*> for node power down request repeating for node <*> power down request repeating for <*> for node <*>,[2025-09-02T08:20:56.185] power down request repeating for node gpu-1g-l4-2c-dy-g6xlarge-56,
T00016229,2,[2025-09-01T16:01:18.000] sched: [2025-09-01T16:01:18.000] [2025-09-01T16:01:18.000] sched: [2025-09-01T16:01:18.000,[2025-09-01T16:23:06.231] power down request repeating for node cpu-48c-std-dy-c7i24xlarge-17,
T00016030,2,POWER: Power save mode: 209 nodes: <*> POWER: <*> POWER: <*> POWER: [,[2025-09-01T16:06:41.618] POWER: no more nodes to resume for job JobId=863,
T00016215,2,:: <*> <*> update_node: node <*>,[2025-09-01T18:18:26.598] POWER: power_save: waking nodes cpu-48c-std-dy-c7i24xlarge-[7-10],
T00016031,2,<*> Node <*> now responding <*> Node <*>,[2025-09-02T06:33:08.888] POWER: Power save mode: 209 nodes,
T00016208,2,[2025-09-01T15:53:06.191]. power down request repeating for node [2025-09-01T15:53:06.191] power down request repeating for node for node::2025-09-01T15,[2025-09-01T16:51:06.257] update_node: node cpu-48c-std-dy-c7i24xlarge-11 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00016032,2,"-, instance_name=c7i.4xlarge, instance_size=c7i.4xlarge, <*> <*>",[2025-09-01T13:51:44.091] Node cpu-8c-std-dy-c7i4xlarge-1 now responding,
T00017265,1,: node <*> [2025-09-03T07:52:06.656] update_node:_node. [2025-09-03T07,[2025-09-03T07:52:06.974] power down request repeating for node gpu-1g-l4-2c-dy-g6xlarge-50,
T00016731,1,cpu-48c-std-dy-c7i24xlarge-10: cpu-48c-std-dy-c7i24xlarge-10..0:--std-dy,[2025-09-01T18:39:39.095] Requeuing JobId=872,
T00015510,1,-g6xlarge-1.-g6xlarge-1-g6xlarge-1 gpu-1g-l4-2c-dy-g6xlarge-1-g6xlarge-1-g6xlarge-1..--,[2025-08-28T10:02:36.610] POWER: power_save: waking nodes gpu-1g-l4-2c-dy-g6xlarge-1,
T00016741,1,[2025-09-01T18:43:12.132] [2025-09-01T18:43:12.132] [2025-09-01T18:43:12.132] [2025-09-01T18:43:12.132] requeue job JobI,[2025-09-01T18:53:36.212] update_node: node cpu-48c-std-dy-c7i24xlarge-11 reason set to: (Code:VcpuLimitExceeded)Failure when resuming nodes,job_failed_event
T00016771,1,node:0.:: [2025-09-01T18:55:40.296] update_node: node cpu-48c-std-dy-c7i24xlarge-9: cpu-48c,[2025-09-02T09:14:40.001] sched: Allocate JobId=900 NodeList=test-cpu-8c-c7iflex-dy-c7iflex4xlarge-2 #CPUs=8 Partition=test-cpu-8c-c7iflex,
T00016858,1,[2025-09-02T08:07:58.457] _job_complete: JobId=888 done [2025-09-02T08:07:58.457] [2025-09-02T08:07:58.457] _job_,[2025-09-03T07:48:33.989] sched: _slurm_rpc_allocate_resources JobId=957 NodeList=test-gpu-1g-l4-4c-g6-dy-g62xlarge-1 usec=3087,
T00016863,1,[2025-09-02T08:20:55.888] power down request repeating for node. power down request repeating for node-c7i4xlarge-4xlarge-4xlarge-4-c7i4x- power down request repeat,[2025-09-02T08:20:55.964] update_node: node cpu-16c-std-dy-c7i8xlarge-8 reason set to: updating node state during cluster update,
T00016867,1,: node cpu-8c-std-dy-c7i4xlarge-10. [2025-09-02T08:20:55.889]. [2025-09-02T08:20:55.889] [2025-0,[2025-09-03T07:52:06.251] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-9,
T00016808,1,[2025-09-01T20:54:10.552] _job_complete: JobId=872 done. [2025-09-01T20:54:10.552] _job_complete: JobId=872 [2025-09-01T20:54:,[2025-09-02T14:20:42.834] POWER: power_save: suspending nodes cpu-8c-std-dy-c7i4xlarge-2,
T00016831,1,[2025-09-02T07:46:15.345] _slurm_rpc_submit_batch_job: JobId=878 InitPrio=34883 usec=4134 [2025-09-02T07:46:,[2025-09-02T14:56:29.003] job_time_limit: Configuration for JobId=937 complete,
T00016829,1,"--2, instance_name=c7i.4xlarge-2, instance_size=c7i.4xlarge-2, instance_type=c7i.4xlarge-2.00.2/cpu-8c-std-dy-c",[2025-09-03T01:32:09.503] Node cpu-8c-std-dy-c7i4xlarge-1 now responding,
T00017275,1,_nodes: node <*> state set to DRAIN [2025-09-03T07:52:06.974] drain_nodes: node state set to DRAIN [,[2025-09-03T07:52:07.137] power down request repeating for node gpu-1g-l4-16c-dy-g68xlarge-3,node_draining_state
T00017263,1,power down request repeating for node [2025-09T07:52:06.495] power down request repeating for node for node power down request repeating for node power down request repeating for node node cpu-96c-std,[2025-09-03T07:52:06.807] power down request repeating for node cpu-48c-mem-dy-r7i24xlarge-8,
T00017260,1,[2025-09T07:52:06.332] power down request repeating for node for node power down request repeating for node <*> power down request repeating for node <*>,[2025-09-03T07:52:06.807] power down request repeating for node cpu-48c-mem-dy-r7i24xlarge-9,
T00016860,1,_nodes: node <*> state set to <*> <*> node <*>,"[2025-09-03T07:52:08.984] POWER: power_save: suspending nodes cpu-8c-mem-dy-r7i4xlarge-[1-20],cpu-8c-std-dy-c7i4xlarge-[1-20],cpu-16c-mem-dy-r7i8xlarge-[1-20],cpu-16c-std-dy-c7i8xlarge-[1-20],cpu-32c-mem-dy-r7i16xlarge-[1-20],cpu-32c-std-dy-c7i16xlarge-[1-20],cpu-48c-mem-dy-r7i24xlarge-[1-20],cpu-48c-std-dy-c7i24xlarge-[1-20],cpu-96c-mem-dy-r7i48xlarge-[1-20],cpu-96c-std-dy-c7i48xlarge-[1-20],gpu-1g-l4-2c-dy-g6xlarge-[1-70],gpu-1g-l4-4c-dy-g62xlarge-[1-30],gpu-1g-l4-16c-dy-g68xlarge-[1-5],gpu-4g-l4-24c-dy-g612xlarge-[1-5],gpu-8g-l4-96c-dy-g648xlarge-[1-5],test-cpu-2c-t3-dy-t3xlarge-[1-5],test-cpu-4c-c7iflex-dy-c7iflex2xlarge-[1-5],test-cpu-8c-c7iflex-dy-c7iflex4xlarge-[1-5],test-gpu-1g-l4-4c-g6-dy-g62xlarge-[2-5]",
T00016934,1,[2025-09-02T08:20:58.293] Gres Count=404 [2025-09-02T08:20:58.293] Gres [2025-09-02T08:20:58.293],"[2025-09-03T07:52:09.539] Gres Name=gpu Type=l4 Count=8 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",
T00015399,1,[2025-08-27T09:41:14.660] update_part:. [2025-08-27T09:41:14.660] [2025-08-27T09:41:14.660] [2025-08-27T09:41:,[2025-08-28T07:32:45.516] select/cons_tres: select_p_reconfigure: select/cons_tres: reconfigure,
T00015426,1,<*> update_part: setting state_up to 3 for partition <*> <*> update_part: setting state_up to 3 for,[2025-09-02T14:29:18.825] select/cons_tres: select_p_reconfigure: select/cons_tres: reconfigure,
T00016940,1,[2025-09-02T08:20:59.304] [2025-09-02T08:20:59.304] [2025-09-02T08:20:59.304] [2025-09-02T08:20:59.304] [2025-0,[2025-09-03T07:52:09.547] Running as primary controller,
T00016944,1,sched/backfill plugin shutting down [2025-09-02T08:21:03.190] sched/backfill: fini: Backfill scheduler plugin shutting down.,[2025-09-02T14:29:23.612] Processing Reconfiguration Request,job_scheduled_event
T00016953,1,<*> sched:.. <*> sched: <*> sched: Back,[2025-09-03T07:52:15.120] topology/default: init: topology Default plugin loaded,
T00016715,1,:: [2025-09-01T18:31:23.100] [2025-09-01T18:31:23.100]: [2025-09-01T18:31:23.100] [2025-09-01T18:31:23.100] [,[2025-09-02T23:50:05.499] POWER: no more nodes to resume for job JobId=953,
T00015427,1,<*> select/cons_tres: preparing for 12 partitions. <*> select/cons_tres: part_data_create_array: select/cons_,[2025-08-27T11:05:14.391] update_part: setting state_up to 3 for partition gpu-1g-l4-16c,
T00017006,1,-cpu-c7iflex-dy-c7iflex4xlarge-2 usec=2005-cpu-c7iflex-dy-c7iflex4xlarge-2-cpu-c7iflex-dy-c7iflex4x,[2025-09-02T14:48:13.855] _job_complete: JobId=927 WEXITSTATUS 127,
T00017013,1,[2025-09-02T09:35:56.313] _slurm_rpc_submit_batch_job: JobId=909 InitPrio=34090 usec=562 [2025-09-02T09:35:5,[2025-09-02T10:50:14.402] _slurm_rpc_submit_batch_job: JobId=918 InitPrio=34090 usec=1274,
T00017017,1,[2025-09-02T09:50:10.138] _slurm_rpc_submit_batch_job: JobId=912 InitPrio=34090 usec=1010 [2025-09-02T09:50:10.138,[2025-09-03T00:25:44.754] POWER: power_save: suspending nodes cpu-8c-std-dy-c7i4xlarge-1,
T00017024,1,[2025-09-02T10:31:32.223] _slurm_rpc_submit_batch_job: JobId=916 InitPrio=34090 usec=571 [2025-09-02T10:31:3,[2025-09-02T15:12:58.302] _job_complete: JobId=940 WEXITSTATUS 0,
T00017049,1,"-1/c7i.24xlarge-1/192.168.15.194-1, and instance_name=c7i.24xlarge.] [2025-09-02T11:45:41.636] POWER:0:41.636:-1/c",[2025-09-02T14:55:54.814] Node cpu-48c-std-dy-c7i24xlarge-1 now responding,
T00017051,1,[2025-09-02T11:46:05.000]. [2025-09-02T11:46:05.000] [2025-09-02T11:46:05.000] [2025-09-02T11:46:05.000] Resetting JobId,[2025-09-02T14:56:59.000] job_time_limit: Configuration for JobId=938 complete,
T00016912,1,[2025-09-02T08:20:58.234].. [2025-09-02T08:20:58.234] Backfill scheduler plugin loaded. [2025-09-02T08:20:58.234] [2025-0,[2025-09-03T07:52:09.416] topology/default: init: topology Default plugin loaded,job_scheduled_event
T00016908,1,accounting_storage SLURMDBD plugin loaded loaded [2025-09-02T08:20:58.112] accounting_storage SLURMDBD plugin loaded accounting storage SLURMDBD plugin loaded [2025-09-02T08:20:58.112] accounting_,[2025-09-02T14:29:18.555] select/linear: init: Linear node selection plugin loaded with argument 17,
T00015505,1,[2025-08-27T12:12:27.536] [2025-08-27T12:12:27.536] [2025-08-27T12:12:27.536] [2025-08-27T12:12:27.536] [2025-0,[2025-08-29T08:47:39.491] POWER: power_save: suspending nodes gpu-1g-l4-4c-dy-g62xlarge-1,
T00017115,1,slurmctld.-slurmctldslurm-ubuntu-cluster. [2025-09-02T14:29:23.695] [2025-09-02T14:29:23.6,[2025-09-03T07:52:14.355] accounting_storage/slurmdbd: _save_dbd_state: saved 236 pending RPCs,
T00016899,1,[2025-09T08:20:56.653] test-cpu-8c-c7iflex-dy-c7iflex4xlarge-1 powering down node-c7iflex-dy-c7iflex4xlarge-1 test,[2025-09-03T07:52:07.531] power down request repeating for node test-cpu-8c-c7iflex-dy-c7iflex4xlarge-1,
T00017118,1,[2025-09-02T14:29:26.494] topology/default: init: topology Default plugin loaded loaded topology Default plugin loaded topology Default plugin loaded topology Default plugin loaded topology Default plugin loaded topology Default plugin loaded topology Default,[2025-09-03T07:52:14.486] accounting_storage/slurmdbd: _load_dbd_state: recovered 236 pending RPCs,node_recovered
T00017125,1,<*> Gres <*> <*> Gres= gpugpugpu Type=l4,[2025-09-03T07:52:09.423] Recovered state of 19 partitions,node_recovered
T00015395,1,/cons_tres::/cons_tres: reconfigure: select/cons_tres:/cons_tres: select/cons_tres: reconfigure: select/cons_tres: reconfigure: select/cons_tres: recon,[2025-08-27T11:05:14.326] update_part: setting state_up to 3 for partition gpu-1g-l4-2c,
T00016938,1,[2025-09-02T08:20:58.301]._controller not specified. [2025-09-02T08:20:58.301] backup_controller not specified. [2025-09-02T08:20:58.301] backup,[2025-09-02T14:29:18.825] State of 0 triggers recovered,node_recovered
T00015489,1,"-1/g6.2xlarge-1/192.168.8.25-1, instance_name=g6.2xlarge-1, and instance_size=g6.2xlarge-1.-1/-1/g6.2xlarge-1/192.168.8.25-dy-g62",[2025-08-27T13:49:19.801] Node gpu-1g-l4-4c-dy-g62xlarge-1 now responding,
T00017145,1,JobId=932 needed to restart but isn't configuring anymore. JobId=932 JobId=932 needed to restart but isn't configuring anymore. JobId=932 needed to restart but isn't configuring anymore.,[2025-09-02T15:16:09.930] _slurm_rpc_submit_batch_job: JobId=946 InitPrio=32222 usec=647,
T00017163,1,cpu-std-dy-c7i4xlarge-1 cpu-std-dy-c7i4xlarge-1 cpu-std-dy-c7i4xlarge-1 POWER: power_sa,[2025-09-02T15:21:18.743] _job_complete: JobId=943 WEXITSTATUS 2,
T00017195,1,"-, instance_type=r7i.24xlarge, instance_id=i-039d4cd52664403bf.00:00.092]00:00.092] [2025-09-02T15:20:09.092","[2025-09-02T21:38:42.419] POWER: Node cpu-48c-mem-dy-r7i24xlarge-1/cpu-48c-mem-dy-r7i24xlarge-1/192.168.2.99 powered up with instance_id=i-0f31f2ac30dd04136, instance_type=r7i.24xlarge",
T00015490,1,<*> job_time_limit: Configuration for <*> complete <*> job_time_limit: <*>,"[2025-08-29T08:14:28.028] POWER: Node gpu-1g-l4-4c-dy-g62xlarge-1/gpu-1g-l4-4c-dy-g62xlarge-1/192.168.10.119 powered up with instance_id=i-02b4322adbff44a14, instance_type=g6.2xlarge",
T00016881,1,_nodes: node <*> state set to DRAIN.._nodes: node_nodes: node drain_nodes: state set to,[2025-09-03T07:52:06.333] update_node: node cpu-32c-std-dy-c7i16xlarge-20 reason set to: updating node state during cluster update,node_draining_state
T00016726,1,[2025-09-01T18:39:18.001] sched: [2025-09-01T18:39:18.001]-dy-c7i24xlarge-10 sched-dy-c7i24xlarge-10c,[2025-09-01T18:54:36.007] error: unable to split forward hostlist,
T00015872,1,9 of running JobId=844 job_signal: 9 of running JobId=844 successful 0x8004 JobId=844 successful 0x8004 JobId=844 successful 0x8004 JobId=844 successful 0x800,[2025-09-02T09:15:00.249] _job_complete: JobId=900 WEXITSTATUS 0,
T00016713,1,[2025-09-01T18:30:06.206] powering down node-dy-c7i24xlarge-12 node [2025-09-01T18:30:06.206] powering down node node powering down node no,[2025-09-01T18:35:31.047] Requeuing JobId=872,
T00016310,1,POWER: power_save: waking nodes POWER: power_save: waking nodes_save: waking nodes POWER: power_save: waking nodes POWER: power_save: waking,[2025-09-01T16:37:41.841] POWER: no more nodes to resume for job JobId=869,
T00016198,1,[2025-09-01T15:51:17.002] sched: [2025-09-01T15:51:17.002] [2025-09-01T15:51:17.002] sched: [2025-09-01T15:51:17.002,[2025-09-01T15:53:06.191] power down request repeating for node cpu-48c-std-dy-c7i24xlarge-20,
T00015695,1,-g6xlarge-1.-dy-g6xlarge-1-g6xlarge-1. [2025-08-28T10:06:24.930] Node gpu-1g-l4-2c-dy-g6xlarge-1 now,[2025-08-28T10:16:38.947] job_signal: 9 of running JobId=806 successful 0x8004,
T00016204,1,: node <*> <*> <*> update_node: node cpu-48c-std,[2025-09-01T18:20:06.171] power down request repeating for node cpu-48c-std-dy-c7i24xlarge-12,
T00016207,1,cpu-48c-std-dy-c7i24xlarge-11. cpu-48c-std-dy-c7i24xlarge-11 [2025-09-01T15:53:06.191] update_n,[2025-09-01T16:03:06.192] power down request repeating for node cpu-48c-std-dy-c7i24xlarge-20,
T00016210,1,[2025-09-01T15:53:06.191]. power down request repeating for node [2025-09-01T15:53:06.191] for node: for node [2025-09-01T15:53:06.19,[2025-09-01T18:20:06.171] power down request repeating for node cpu-48c-std-dy-c7i24xlarge-16,
T00015388,1,: node <*> <*> <*>,[2025-09-03T07:52:07.613] powering down node test-gpu-1g-l4-4c-g6-dy-g62xlarge-1,
T00015333,1,power down request repeating for <*> <*> <*> <*> <*> <*> <*> <*> power down request repeating for <*>,[2025-09-03T07:52:07.137] power down request repeating for node gpu-1g-l4-16c-dy-g68xlarge-5,
T00015398,1,/cons_tres: select/cons_tres: reconfigure::/cons_tres: reconfigure: <*> <*> <*> <*>,[2025-08-27T11:05:14.422] update_part: setting state_up to 3 for partition gpu-4g-l4-24c,
T00015682,1,gpu-1g-l4-4c-dy-g62xlarge-1 gpu-1g-l4-4c-dy-g62xlarge-1-g62xlarge-1-g62xlarge-1 POWER: gpu,[2025-09-02T09:13:50.001] sched: Allocate JobId=899 NodeList=test-cpu-8c-c7iflex-dy-c7iflex4xlarge-2 #CPUs=8 Partition=test-cpu-8c-c7iflex,
T00016231,1,<*> requeue job <*> due to failure of <*> <*>,[2025-09-01T16:39:14.853] POWER: no more nodes to resume for job JobId=868,
T00015677,1,"-flex4xlarge, instance_id=i-0cf109d5809ba5853, instance_type=c7i-flex.4xlarge, instance_id=i-0cf109d5809ba5853, instance_type=c",[2025-08-29T08:02:40.574] Node test-cpu-8c-c7iflex-dy-c7iflex4xlarge-1 now responding,
T00016239,1,[2025-09-01T16:03:06.192]. [2025-09-01T16:03:06.192]:-::2025-09-01T16:03:06.192]:5-09-01T16:03:06.192,[2025-09-01T16:32:06.208] update_node: node cpu-48c-std-dy-c7i24xlarge-11 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00016242,1,[2025-09-01T16:03:31.510] _slurm_rpc_submit_batch_job: JobId=867 InitPrio=36046 usec=1083 [2025-09-01T16:03:31.510,[2025-09-01T16:23:06.231] update_node: node cpu-48c-std-dy-c7i24xlarge-12 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00015331,1,gpu-1g-l4-2c-dy-g6xlarge-19 node [2025-08-27T09:41:14.182]-g6xlarge-19gpu-1g-l4-2c-dy-g6xlarge,[2025-08-27T09:41:14.215] power down request repeating for node gpu-1g-l4-4c-dy-g62xlarge-19,
T00015667,1,[2025-08-28T07:33:45.000] [2025-08-28T07:33:45.000] [2025-08-28T07:33:45.000] [2025-08-28T07:33:45.000] [2025-08-28T,[2025-09-03T07:52:09.547] read_slurm_conf: backup_controller not specified,
T00016275,1,: POWER: no more nodes to resume for job8695-09-01T16:11:20.649 POWER: no more nodes to resume for job JobId=869 JobId=869 JobId=869 JobId=869,[2025-09-01T16:30:27.788] POWER: no more nodes to resume for job JobId=871,
T00016276,1,<*> [POWER: no more nodes to resume for <*> POWER: no more nodes to resume for <*> POWER: no more nodes to resume for <*>,[2025-09-01T16:39:14.853] POWER: no more nodes to resume for job JobId=869,
T00016279,1,[2025-09-01T16:11:22.015] [2025-09-01T16:11:22.015] [2025-09-01T16:11:22.015] [2025-09-01T16:11:22.015] [2025-09-01T16,[2025-09-01T17:41:14.316] POWER: power_save: waking nodes cpu-48c-std-dy-c7i24xlarge-[15-18],
T00016291,1,to resume for job68 POWER: no more nodes to resume for job68 POWER: no more nodes to resume for job JobId=868 JobId=868 JobId=868 JobId=868 JobId=868 JobI,[2025-09-01T18:18:26.598] POWER: no more nodes to resume for job JobId=872,
T00016304,1,<*> error: <*> failed: Temporary failure in name resolution,[2025-09-01T16:49:06.222] power down request repeating for node cpu-48c-std-dy-c7i24xlarge-20,
T00015617,1,[2025-08-28T07:32:38.772].] [2025-08-28T07:32:38.772]. [2025-08-28T07:32:38.772] [2025-08-28T07:,[2025-08-28T07:32:45.516] Recovered state of 0 reservations,node_recovered
T00016183,1,cpu-48c-std-dy-c7i24xlarge-7 state set to DOWN.0.. node cpu-48c-std-dy-c7i24xlarge-7 state set to DOWN.,[2025-09-01T16:06:43.006] Requeuing JobId=863,
T00016180,1,cpu_save: waking nodes cpu-48c-std-dy-c7i24xlarge-[5-6] POWER: power_save: waking nodes_save: waking nodes,[2025-09-01T16:16:30.685] POWER: no more nodes to resume for job JobId=866,
T00016166,1,: <*> reason set to: Enabling node since insufficient capacity timeout expired.. [2025-09-01T15:43:06.201] [2025-09-01T15:43:06.201] [2025-09,[2025-09-01T17:51:06.240] update_node: node cpu-48c-std-dy-c7i24xlarge-11 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
