dataset,line_no,timestamp,level,component,message,template
HealthApp_2k,1646,,,onExtend,20171223-23:53:31:151|Step_LSC|30002312|onExtend:1514044411000 0 0 0,<HEX>-23:53:31:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1647,,,Step_SPUtils,20171223-23:53:31:441|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33049759,<HEX>-23:53:31:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1648,,,Step_SPUtils,20171223-23:53:31:441|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33055760,<HEX>-23:53:31:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1649,,,Step_ExtSDM,20171223-23:53:31:452|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:53:31:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1650,,,Step_ExtSDM,20171223-23:53:31:458|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:53:31:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1651,,,Step_LSC,20171223-23:53:40:143|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:53:40:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1652,,,onExtend,20171223-23:53:40:152|Step_LSC|30002312|onExtend:1514044420000 0 0 5,<HEX>-23:53:40:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1653,,,Step_SPUtils,20171223-23:53:40:447|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33055760,<HEX>-23:53:40:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1654,,,Step_SPUtils,20171223-23:53:40:448|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33064766,<HEX>-23:53:40:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1655,,,Step_ExtSDM,20171223-23:53:40:466|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:53:40:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1656,,,Step_ExtSDM,20171223-23:53:40:475|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:53:40:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1657,,,Step_LSC,20171223-23:53:42:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:53:42:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1658,,,onExtend,20171223-23:53:42:149|Step_LSC|30002312|onExtend:1514044422000 0 0 0,<HEX>-23:53:42:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1659,,,Step_SPUtils,20171223-23:53:42:440|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33064766,<HEX>-23:53:42:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1660,,,Step_SPUtils,20171223-23:53:42:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33066759,<HEX>-23:53:42:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1661,,,Step_ExtSDM,20171223-23:53:42:456|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:53:42:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1662,,,Step_ExtSDM,20171223-23:53:42:460|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:53:42:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1663,,,Step_LSC,20171223-23:53:51:138|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:53:51:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1664,,,onExtend,20171223-23:53:51:153|Step_LSC|30002312|onExtend:1514044431000 0 0 5,<HEX>-23:53:51:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1665,,,Step_SPUtils,20171223-23:53:51:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33066759,<HEX>-23:53:51:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1666,,,Step_SPUtils,20171223-23:53:51:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33075759,<HEX>-23:53:51:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1667,,,Step_ExtSDM,20171223-23:53:51:456|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:53:51:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1668,,,Step_ExtSDM,20171223-23:53:51:470|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:53:51:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1669,,,Step_LSC,20171223-23:53:57:143|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:53:57:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1670,,,onExtend,20171223-23:53:57:153|Step_LSC|30002312|onExtend:1514044437000 0 0 0,<HEX>-23:53:57:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1671,,,Step_SPUtils,20171223-23:53:57:445|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33075759,<HEX>-23:53:57:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1672,,,Step_SPUtils,20171223-23:53:57:446|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33081765,<HEX>-23:53:57:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1673,,,Step_ExtSDM,20171223-23:53:57:459|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:53:57:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1674,,,Step_ExtSDM,20171223-23:53:57:463|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:53:57:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1675,,,action,20171223-23:54:0:148|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-23:54:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1676,,,Step_LSC,20171223-23:54:28:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:28:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1677,,,onExtend,20171223-23:54:28:160|Step_LSC|30002312|onExtend:1514044468000 0 0 5,<HEX>-23:54:28:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1678,,,Step_SPUtils,20171223-23:54:28:452|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33081765,<HEX>-23:54:28:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1679,,,Step_SPUtils,20171223-23:54:28:452|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33112771,<HEX>-23:54:28:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1680,,,Step_ExtSDM,20171223-23:54:28:462|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:28:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1681,,,Step_ExtSDM,20171223-23:54:28:467|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:28:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1682,,,Step_LSC,20171223-23:54:29:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:29:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1683,,,onExtend,20171223-23:54:29:149|Step_LSC|30002312|onExtend:1514044469000 0 0 0,<HEX>-23:54:29:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1684,,,Step_SPUtils,20171223-23:54:29:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33112771,<HEX>-23:54:29:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1685,,,Step_SPUtils,20171223-23:54:29:439|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33113758,<HEX>-23:54:29:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1686,,,Step_ExtSDM,20171223-23:54:29:456|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:29:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1687,,,Step_ExtSDM,20171223-23:54:29:459|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:29:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1688,,,Step_LSC,20171223-23:54:34:138|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:34:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1689,,,onExtend,20171223-23:54:34:147|Step_LSC|30002312|onExtend:1514044474000 0 0 5,<HEX>-23:54:34:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1690,,,Step_SPUtils,20171223-23:54:34:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33113758,<HEX>-23:54:34:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1691,,,Step_SPUtils,20171223-23:54:34:439|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33118758,<HEX>-23:54:34:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1692,,,Step_ExtSDM,20171223-23:54:34:448|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:34:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1693,,,Step_ExtSDM,20171223-23:54:34:452|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:34:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1694,,,Step_LSC,20171223-23:54:35:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:35:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1695,,,onExtend,20171223-23:54:35:147|Step_LSC|30002312|onExtend:1514044475000 0 0 0,<HEX>-23:54:35:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1696,,,Step_SPUtils,20171223-23:54:35:442|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33118758,<HEX>-23:54:35:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1697,,,Step_SPUtils,20171223-23:54:35:442|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33119761,<HEX>-23:54:35:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1698,,,Step_ExtSDM,20171223-23:54:35:460|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:35:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1699,,,Step_ExtSDM,20171223-23:54:35:465|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:35:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1700,,,Step_LSC,20171223-23:54:45:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:45:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1701,,,onExtend,20171223-23:54:45:151|Step_LSC|30002312|onExtend:1514044485000 0 0 5,<HEX>-23:54:45:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1702,,,Step_SPUtils,20171223-23:54:45:448|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33119761,<HEX>-23:54:45:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1703,,,Step_SPUtils,20171223-23:54:45:449|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33129767,<HEX>-23:54:45:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1704,,,Step_ExtSDM,20171223-23:54:45:465|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:45:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1705,,,Step_ExtSDM,20171223-23:54:45:470|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:45:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1706,,,Step_LSC,20171223-23:54:47:146|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:47:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1707,,,onExtend,20171223-23:54:47:155|Step_LSC|30002312|onExtend:1514044487000 0 0 0,<HEX>-23:54:47:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1708,,,Step_SPUtils,20171223-23:54:47:453|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33129767,<HEX>-23:54:47:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1709,,,Step_SPUtils,20171223-23:54:47:454|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33131773,<HEX>-23:54:47:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1710,,,Step_ExtSDM,20171223-23:54:47:465|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:47:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1711,,,Step_ExtSDM,20171223-23:54:47:469|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:47:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1712,,,Step_LSC,20171223-23:54:54:138|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:54:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1713,,,onExtend,20171223-23:54:54:163|Step_LSC|30002312|onExtend:1514044494000 0 0 5,<HEX>-23:54:54:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1714,,,Step_SPUtils,20171223-23:54:54:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33131773,<HEX>-23:54:54:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1715,,,Step_SPUtils,20171223-23:54:54:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33138759,<HEX>-23:54:54:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1716,,,Step_ExtSDM,20171223-23:54:54:448|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:54:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1717,,,Step_ExtSDM,20171223-23:54:54:451|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:54:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1718,,,Step_LSC,20171223-23:54:56:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:54:56:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1719,,,onExtend,20171223-23:54:56:157|Step_LSC|30002312|onExtend:1514044496000 0 0 0,<HEX>-23:54:56:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1720,,,Step_SPUtils,20171223-23:54:56:451|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33138759,<HEX>-23:54:56:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1721,,,Step_SPUtils,20171223-23:54:56:452|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33140770,<HEX>-23:54:56:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1722,,,Step_ExtSDM,20171223-23:54:56:468|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:54:56:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1723,,,Step_ExtSDM,20171223-23:54:56:476|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:54:56:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1724,,,action,20171223-23:55:0:146|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-23:55:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1725,,,Step_LSC,20171223-23:55:24:138|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:55:24:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1726,,,onExtend,20171223-23:55:24:150|Step_LSC|30002312|onExtend:1514044524000 0 0 5,<HEX>-23:55:24:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1727,,,Step_SPUtils,20171223-23:55:24:442|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33140770,<HEX>-23:55:24:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1728,,,Step_SPUtils,20171223-23:55:24:443|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33168762,<HEX>-23:55:24:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1729,,,Step_ExtSDM,20171223-23:55:24:467|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:55:24:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1730,,,Step_ExtSDM,20171223-23:55:24:472|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:55:24:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1731,,,Step_LSC,20171223-23:55:25:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:55:25:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1732,,,onExtend,20171223-23:55:25:147|Step_LSC|30002312|onExtend:1514044525000 0 0 0,<HEX>-23:55:25:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1733,,,Step_SPUtils,20171223-23:55:25:441|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044440000##7214##549659##8661##16256##33168762,<HEX>-23:55:25:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1734,,,Step_SPUtils,20171223-23:55:25:442|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33169760,<HEX>-23:55:25:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1735,,,Step_ExtSDM,20171223-23:55:25:456|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:55:25:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1736,,,Step_ExtSDM,20171223-23:55:25:460|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:55:25:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1737,,,action,20171223-23:56:0:148|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-23:56:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1738,,,Step_LSC,20171223-23:56:12:138|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:56:12:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1739,,,onExtend,20171223-23:56:12:161|Step_LSC|30002312|onExtend:1514044572000 0 0 5,<HEX>-23:56:12:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1740,,,Step_SPUtils,20171223-23:56:12:448|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044440000##7214##549659##8661##16256##33169760,<HEX>-23:56:12:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1741,,,Step_SPUtils,20171223-23:56:12:449|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33216767,<HEX>-23:56:12:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1742,,,Step_ExtSDM,20171223-23:56:12:465|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:56:12:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1743,,,Step_ExtSDM,20171223-23:56:12:474|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:56:12:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1744,,,Step_LSC,20171223-23:56:13:144|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:56:13:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1745,,,onExtend,20171223-23:56:13:150|Step_LSC|30002312|onExtend:1514044573000 0 0 0,<HEX>-23:56:13:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1746,,,Step_SPUtils,20171223-23:56:13:445|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33216767,<HEX>-23:56:13:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1747,,,Step_SPUtils,20171223-23:56:13:445|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33217764,<HEX>-23:56:13:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1748,,,Step_ExtSDM,20171223-23:56:13:454|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:56:13:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1749,,,Step_ExtSDM,20171223-23:56:13:457|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:56:13:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
